name,riskScore,status,reviewer,date,age,occupation,coverageType,coverageAmount,income,policyTerm,premiumAmount,policyType,claimHistory,maritalStatus,dependents,healthHistory,policyStartDate
Tony Stark,783,Needs Info,Reviewer_5,2024-03-14,31,Engineer,Term Life,$238291,$121428,29 years,$44685,Whole Life,No,Single,1,Yes,2024-08-11
Tony Stark,638,Declined,Reviewer_2,2024-12-18,30,Doctor,Critical Illness,$936691,$50331,13 years,$2050,Term Life,No,Married,4,No,2024-05-22
Clint Barton,752,Approved,Reviewer_3,2024-08-31,28,Teacher,Health,$218066,$78537,18 years,$36903,Whole Life,No,Single,2,Yes,2024-01-13
Steve Rogers,779,Pending,Reviewer_4,2023-12-11,63,Engineer,Health,$428412,$88701,17 years,$22030,Term Life,Yes,Married,5,No,2024-05-06
Clint Barton,789,Needs Info,Reviewer_2,2023-09-26,53,CEO,Health,$200145,$145255,22 years,$21724,Whole Life,No,Single,5,No,2024-02-12
Bruce Banner,696,Approved,Reviewer_2,2024-07-09,20,Engineer,Life,$679633,$119226,10 years,$16702,Whole Life,No,Single,2,No,2024-08-20
Tony Stark,782,Needs Info,Reviewer_1,2024-01-28,60,Scientist,Life,$390111,$102119,22 years,$17167,Term Life,No,Married,4,No,2024-05-15
Clint Barton,654,Pending,Reviewer_3,2024-06-14,45,Doctor,Life,$309859,$59290,17 years,$19476,Whole Life,No,Single,1,Yes,2024-08-26
Natasha Romanoff,731,Approved,Reviewer_1,2024-10-30,43,Teacher,Critical Illness,$302785,$95275,17 years,$8622,Term Life,No,Single,5,No,2024-02-15
Natasha Romanoff,723,Approved,Reviewer_4,2024-03-11,46,Teacher,Critical Illness,$577282,$58207,27 years,$13653,Term Life,No,Married,5,No,2024-03-30
Natasha Romanoff,794,Declined,Reviewer_2,2023-03-05,53,Scientist,Health,$240972,$31512,30 years,$48150,Whole Life,No,Single,2,Yes,2024-06-28
Natasha Romanoff,663,Needs Info,Reviewer_5,2023-12-19,61,Scientist,Health,$689899,$144671,22 years,$48473,Term Life,Yes,Married,4,Yes,2024-04-14
Bruce Banner,786,Needs Info,Reviewer_3,2024-12-17,21,Doctor,Critical Illness,$176856,$96588,15 years,$8377,Whole Life,Yes,Single,1,Yes,2024-01-17
Bruce Banner,640,Approved,Reviewer_1,2023-08-03,31,Teacher,Life,$632916,$104957,23 years,$2515,Whole Life,No,Single,3,No,2024-05-09
Natasha Romanoff,680,Approved,Reviewer_2,2024-11-25,49,Doctor,Critical Illness,$357620,$109339,30 years,$33010,Term Life,No,Married,5,No,2024-08-10
Bruce Banner,641,Needs Info,Reviewer_3,2024-07-07,49,CEO,Health,$930192,$82210,16 years,$8817,Term Life,Yes,Married,4,No,2024-10-06
Steve Rogers,759,Pending,Reviewer_2,2024-12-24,33,Teacher,Health,$609832,$50307,22 years,$37373,Term Life,Yes,Married,3,Yes,2024-03-27
Tony Stark,620,Needs Info,Reviewer_4,2024-07-18,37,CEO,Health,$583879,$81381,23 years,$28030,Term Life,Yes,Single,0,Yes,2024-01-01
Clint Barton,620,Needs Info,Reviewer_3,2023-03-17,20,Teacher,Life,$359914,$133673,28 years,$35608,Term Life,No,Single,1,No,2024-03-31
Clint Barton,781,Needs Info,Reviewer_2,2023-06-12,33,Teacher,Critical Illness,$379911,$49084,23 years,$12066,Term Life,No,Married,5,No,2024-11-15
Natasha Romanoff,716,Needs Info,Reviewer_3,2024-01-31,51,CEO,Life,$683752,$106205,15 years,$22640,Whole Life,No,Single,1,No,2024-07-18
Clint Barton,720,Needs Info,Reviewer_1,2023-05-17,54,CEO,Life,$884254,$141992,11 years,$27066,Whole Life,No,Married,3,Yes,2024-05-26
Natasha Romanoff,689,Needs Info,Reviewer_5,2024-08-26,22,Engineer,Critical Illness,$521507,$46518,30 years,$45673,Term Life,No,Single,5,Yes,2024-09-08
Natasha Romanoff,751,Pending,Reviewer_1,2024-11-24,37,Engineer,Critical Illness,$710794,$68468,30 years,$38826,Term Life,No,Single,1,No,2024-09-27
Steve Rogers,699,Pending,Reviewer_3,2023-08-17,41,Doctor,Health,$863653,$79966,13 years,$43199,Term Life,No,Married,5,Yes,2024-11-20
Tony Stark,611,Declined,Reviewer_5,2023-10-22,58,CEO,Term Life,$952239,$123797,18 years,$16181,Term Life,Yes,Married,4,Yes,2024-08-07
Clint Barton,695,Pending,Reviewer_5,2023-11-26,55,Engineer,Critical Illness,$871146,$140020,18 years,$9490,Whole Life,No,Single,1,Yes,2024-11-21
Clint Barton,730,Declined,Reviewer_2,2024-01-31,64,Engineer,Life,$985705,$114499,19 years,$13807,Term Life,No,Single,2,No,2024-03-24
Steve Rogers,617,Declined,Reviewer_4,2024-07-31,22,Doctor,Health,$272429,$76584,23 years,$27213,Whole Life,Yes,Married,3,No,2024-06-09
Tony Stark,690,Pending,Reviewer_4,2024-03-20,53,Doctor,Critical Illness,$836234,$87166,19 years,$32171,Whole Life,No,Single,2,Yes,2024-04-07
Tony Stark,784,Pending,Reviewer_5,2023-08-04,23,Engineer,Term Life,$299573,$110439,10 years,$18851,Term Life,Yes,Single,3,Yes,2024-04-12
Natasha Romanoff,616,Approved,Reviewer_5,2024-10-14,59,Teacher,Health,$176398,$70329,20 years,$38006,Whole Life,Yes,Single,3,No,2024-10-03
Bruce Banner,605,Pending,Reviewer_2,2023-04-30,47,Engineer,Term Life,$146295,$111259,30 years,$43183,Whole Life,Yes,Single,5,No,2024-07-18
Steve Rogers,796,Approved,Reviewer_5,2023-01-26,47,Scientist,Health,$894665,$64025,19 years,$49250,Term Life,No,Single,3,Yes,2024-08-02
Steve Rogers,699,Needs Info,Reviewer_3,2024-05-04,46,Engineer,Critical Illness,$950115,$94680,15 years,$45212,Whole Life,No,Single,4,Yes,2024-08-01
Steve Rogers,641,Declined,Reviewer_2,2023-03-16,58,Engineer,Term Life,$899432,$82540,23 years,$35268,Whole Life,Yes,Married,4,Yes,2024-08-03
Natasha Romanoff,789,Declined,Reviewer_4,2024-07-13,28,Scientist,Life,$135172,$145649,20 years,$11427,Term Life,No,Single,0,No,2024-08-31
Clint Barton,733,Needs Info,Reviewer_2,2023-10-01,32,CEO,Critical Illness,$707696,$43353,29 years,$44345,Term Life,Yes,Single,2,No,2024-11-18
Clint Barton,738,Declined,Reviewer_1,2023-02-15,57,Scientist,Life,$922179,$73202,13 years,$10956,Whole Life,Yes,Single,0,No,2024-09-08
Natasha Romanoff,622,Needs Info,Reviewer_3,2024-01-24,52,CEO,Life,$259807,$87842,15 years,$19960,Term Life,Yes,Single,5,Yes,2024-07-01
Tony Stark,749,Approved,Reviewer_2,2024-10-18,23,Scientist,Health,$170023,$85652,14 years,$10613,Term Life,No,Single,3,No,2024-09-28
Bruce Banner,793,Approved,Reviewer_1,2023-02-27,42,Doctor,Life,$515551,$62990,14 years,$22674,Whole Life,Yes,Single,2,Yes,2024-08-22
Tony Stark,694,Needs Info,Reviewer_4,2024-11-03,22,Teacher,Critical Illness,$122247,$108476,12 years,$26883,Term Life,No,Single,1,Yes,2024-07-28
Natasha Romanoff,763,Pending,Reviewer_5,2023-12-21,32,Scientist,Life,$623107,$120581,28 years,$39917,Whole Life,Yes,Married,3,No,2024-01-13
Bruce Banner,699,Declined,Reviewer_5,2023-05-11,24,Teacher,Life,$601728,$36592,13 years,$47075,Whole Life,No,Married,5,Yes,2024-06-30
Steve Rogers,713,Declined,Reviewer_1,2023-07-11,30,Teacher,Health,$951490,$84991,25 years,$23649,Whole Life,Yes,Married,2,Yes,2024-07-15
Steve Rogers,774,Needs Info,Reviewer_3,2024-12-16,33,Engineer,Critical Illness,$621791,$122054,22 years,$5034,Whole Life,Yes,Single,4,No,2024-01-19
Tony Stark,642,Declined,Reviewer_2,2024-12-09,65,Teacher,Life,$502919,$109002,23 years,$45808,Term Life,Yes,Married,3,Yes,2024-07-15
Tony Stark,615,Declined,Reviewer_2,2023-09-03,33,Scientist,Life,$521600,$42222,14 years,$1712,Whole Life,No,Single,4,No,2024-11-12
Tony Stark,708,Pending,Reviewer_4,2024-10-27,55,Doctor,Term Life,$843871,$126703,27 years,$40658,Whole Life,Yes,Single,3,Yes,2024-08-10
Natasha Romanoff,735,Pending,Reviewer_5,2024-08-28,61,Teacher,Health,$708550,$70784,24 years,$14176,Term Life,Yes,Married,4,Yes,2024-02-01
Steve Rogers,772,Approved,Reviewer_1,2024-07-15,37,CEO,Health,$401539,$66556,21 years,$27148,Term Life,No,Single,4,No,2024-10-17
Clint Barton,749,Needs Info,Reviewer_2,2023-06-06,48,CEO,Critical Illness,$181760,$109726,14 years,$16262,Whole Life,Yes,Single,3,No,2024-07-12
Tony Stark,779,Pending,Reviewer_1,2024-08-17,38,Doctor,Term Life,$493352,$144074,16 years,$32566,Whole Life,No,Single,2,No,2024-04-07
Bruce Banner,600,Approved,Reviewer_5,2023-03-02,44,Teacher,Health,$540037,$133281,14 years,$13458,Term Life,No,Single,1,No,2024-10-12
Clint Barton,600,Approved,Reviewer_3,2024-02-03,36,Scientist,Life,$697507,$98768,19 years,$35841,Whole Life,No,Single,4,Yes,2024-12-27
Natasha Romanoff,665,Declined,Reviewer_4,2024-09-29,51,Scientist,Critical Illness,$710551,$139274,14 years,$43421,Whole Life,No,Single,0,Yes,2024-09-12
Bruce Banner,762,Pending,Reviewer_4,2024-06-03,34,Engineer,Critical Illness,$361122,$141956,14 years,$33323,Whole Life,No,Single,5,Yes,2024-06-22
Bruce Banner,644,Declined,Reviewer_5,2024-05-18,61,Scientist,Critical Illness,$133033,$77987,14 years,$22836,Term Life,Yes,Single,2,No,2024-08-14
Steve Rogers,740,Approved,Reviewer_3,2024-02-29,53,Doctor,Term Life,$528952,$144079,20 years,$18063,Term Life,Yes,Married,5,Yes,2024-03-19
Steve Rogers,600,Approved,Reviewer_3,2024-08-23,31,Scientist,Health,$346282,$34695,22 years,$36621,Whole Life,No,Married,0,No,2024-06-13
Clint Barton,758,Needs Info,Reviewer_2,2023-04-05,35,Teacher,Health,$657158,$45473,16 years,$44271,Term Life,No,Married,5,Yes,2024-07-31
Clint Barton,617,Pending,Reviewer_4,2023-11-27,25,CEO,Health,$500171,$70524,21 years,$24961,Whole Life,No,Married,2,No,2024-11-06
Natasha Romanoff,747,Approved,Reviewer_2,2023-02-27,32,Doctor,Term Life,$521440,$47830,21 years,$43454,Term Life,Yes,Single,2,Yes,2024-02-27
Steve Rogers,754,Declined,Reviewer_1,2024-09-19,59,Scientist,Critical Illness,$301493,$121547,22 years,$23779,Term Life,No,Single,3,No,2024-03-04
Clint Barton,702,Declined,Reviewer_3,2023-06-07,37,Engineer,Critical Illness,$581372,$44827,16 years,$41888,Term Life,Yes,Married,2,Yes,2024-01-31
Natasha Romanoff,712,Needs Info,Reviewer_3,2024-02-29,24,Teacher,Critical Illness,$840341,$142555,19 years,$2195,Term Life,No,Married,5,No,2024-04-29
Clint Barton,687,Declined,Reviewer_4,2024-01-15,60,CEO,Term Life,$710154,$114465,13 years,$1639,Term Life,No,Married,1,No,2024-04-10
Bruce Banner,758,Pending,Reviewer_4,2024-08-12,32,Teacher,Critical Illness,$326824,$88234,25 years,$9905,Whole Life,No,Married,4,Yes,2024-04-18
Tony Stark,635,Declined,Reviewer_5,2024-06-20,46,CEO,Term Life,$146465,$31279,11 years,$37290,Whole Life,No,Married,4,No,2024-09-26
Clint Barton,608,Pending,Reviewer_3,2023-01-29,35,Teacher,Life,$377034,$102310,26 years,$33000,Whole Life,Yes,Married,4,No,2024-06-30
Steve Rogers,637,Declined,Reviewer_1,2024-06-09,34,CEO,Life,$715652,$66532,12 years,$26414,Term Life,No,Married,0,Yes,2024-06-29
Steve Rogers,756,Declined,Reviewer_3,2024-05-16,43,Doctor,Term Life,$150004,$79531,24 years,$1948,Whole Life,Yes,Single,4,No,2024-03-15
Bruce Banner,717,Pending,Reviewer_2,2024-05-25,42,Scientist,Health,$950859,$109951,19 years,$25001,Whole Life,No,Married,4,Yes,2024-05-10
Tony Stark,796,Declined,Reviewer_3,2023-08-03,38,CEO,Health,$270247,$149522,12 years,$25428,Term Life,Yes,Single,4,No,2024-05-15
Tony Stark,747,Declined,Reviewer_1,2024-02-13,30,CEO,Health,$900524,$144537,14 years,$38131,Whole Life,No,Single,1,Yes,2024-05-12
Natasha Romanoff,769,Approved,Reviewer_3,2024-07-28,62,Teacher,Term Life,$748928,$43953,18 years,$12039,Term Life,Yes,Single,2,No,2024-03-18
Natasha Romanoff,638,Declined,Reviewer_1,2024-02-04,37,Teacher,Life,$435494,$78859,25 years,$3405,Whole Life,Yes,Married,3,No,2024-02-13
Clint Barton,693,Needs Info,Reviewer_5,2023-05-17,65,Scientist,Life,$123309,$92553,14 years,$6743,Whole Life,No,Married,0,No,2024-03-13
Natasha Romanoff,607,Declined,Reviewer_2,2024-03-26,56,Teacher,Critical Illness,$650351,$55796,27 years,$29425,Whole Life,No,Single,0,No,2024-04-08
Natasha Romanoff,696,Needs Info,Reviewer_4,2024-02-04,51,CEO,Health,$105277,$47522,20 years,$4011,Term Life,Yes,Single,0,No,2024-05-01
Steve Rogers,643,Declined,Reviewer_2,2024-06-26,36,Engineer,Life,$549168,$45312,13 years,$40253,Whole Life,No,Married,1,No,2024-10-10
Tony Stark,614,Approved,Reviewer_1,2024-03-26,33,Doctor,Critical Illness,$539083,$31875,20 years,$30136,Term Life,Yes,Married,0,No,2024-10-11
Bruce Banner,787,Pending,Reviewer_2,2024-02-03,53,Doctor,Health,$937407,$94727,17 years,$47871,Whole Life,No,Married,2,Yes,2024-07-16
Steve Rogers,637,Declined,Reviewer_2,2024-09-11,63,Scientist,Critical Illness,$805548,$60947,26 years,$8208,Whole Life,Yes,Married,1,No,2024-02-22
Bruce Banner,634,Pending,Reviewer_3,2023-01-27,45,CEO,Term Life,$472258,$138313,20 years,$22117,Whole Life,No,Married,4,Yes,2024-05-24
Natasha Romanoff,756,Declined,Reviewer_5,2024-09-04,51,CEO,Life,$462619,$56714,14 years,$13419,Term Life,No,Single,0,Yes,2024-01-13
Clint Barton,744,Approved,Reviewer_5,2024-04-22,61,Teacher,Life,$468921,$61284,29 years,$34510,Whole Life,Yes,Married,5,No,2024-03-27
Tony Stark,734,Pending,Reviewer_5,2024-03-18,46,Teacher,Health,$358347,$43944,13 years,$25506,Whole Life,Yes,Married,0,Yes,2024-04-17
Tony Stark,695,Pending,Reviewer_4,2024-07-20,57,CEO,Health,$246628,$136899,14 years,$21659,Whole Life,No,Married,2,No,2024-01-05
Steve Rogers,665,Declined,Reviewer_1,2023-08-14,50,Doctor,Critical Illness,$284918,$50677,21 years,$19428,Whole Life,Yes,Single,0,No,2024-05-03
Steve Rogers,691,Needs Info,Reviewer_2,2024-05-15,43,CEO,Life,$644460,$72919,14 years,$47273,Whole Life,Yes,Single,2,No,2024-09-15
Steve Rogers,720,Approved,Reviewer_4,2023-10-29,47,Doctor,Health,$653239,$146336,29 years,$33612,Term Life,No,Married,0,Yes,2024-02-05
Clint Barton,668,Declined,Reviewer_3,2023-12-12,61,Scientist,Health,$205853,$97611,17 years,$31960,Whole Life,Yes,Single,1,Yes,2024-02-16
Bruce Banner,789,Approved,Reviewer_2,2024-03-29,57,Doctor,Life,$701355,$47705,24 years,$12643,Term Life,Yes,Married,2,Yes,2024-01-02
Tony Stark,774,Approved,Reviewer_2,2024-05-05,52,CEO,Health,$921689,$61383,22 years,$13073,Whole Life,Yes,Single,5,No,2024-09-24
Natasha Romanoff,616,Declined,Reviewer_2,2024-04-07,24,Engineer,Life,$990932,$107824,15 years,$27251,Term Life,Yes,Married,1,Yes,2024-04-10
Natasha Romanoff,622,Needs Info,Reviewer_1,2023-10-23,60,Teacher,Critical Illness,$243613,$91098,17 years,$37630,Whole Life,Yes,Married,5,No,2024-05-09
Tony Stark,701,Declined,Reviewer_2,2024-08-03,47,Scientist,Health,$349735,$123030,19 years,$40478,Whole Life,Yes,Married,2,Yes,2024-01-02
Steve Rogers,646,Approved,Reviewer_3,2023-07-18,62,Scientist,Health,$763555,$46805,25 years,$34974,Whole Life,No,Single,2,Yes,2024-06-22
Tony Stark,635,Pending,Reviewer_4,2024-01-26,63,CEO,Health,$116463,$119384,26 years,$47188,Whole Life,No,Married,5,Yes,2024-08-04
Tony Stark,767,Pending,Reviewer_2,2024-05-05,39,Teacher,Life,$899765,$136769,28 years,$21187,Whole Life,Yes,Single,4,Yes,2024-11-27
Tony Stark,627,Declined,Reviewer_3,2024-09-12,38,Doctor,Term Life,$964790,$81986,27 years,$38725,Term Life,Yes,Single,3,No,2024-02-23
Bruce Banner,704,Pending,Reviewer_3,2023-11-01,22,CEO,Health,$970293,$113291,25 years,$17585,Whole Life,Yes,Single,0,No,2024-03-10
Bruce Banner,657,Declined,Reviewer_3,2024-10-14,51,Engineer,Term Life,$954751,$45948,12 years,$31290,Whole Life,No,Married,3,Yes,2024-12-20
Bruce Banner,666,Needs Info,Reviewer_4,2023-10-13,25,Scientist,Critical Illness,$195450,$124058,10 years,$13682,Term Life,No,Married,0,Yes,2024-08-28
Natasha Romanoff,659,Approved,Reviewer_3,2024-08-21,25,Scientist,Term Life,$108795,$135044,27 years,$25983,Term Life,Yes,Single,1,Yes,2024-08-19
Bruce Banner,712,Needs Info,Reviewer_1,2024-11-20,46,Scientist,Critical Illness,$412940,$116968,29 years,$9118,Term Life,No,Married,2,No,2024-02-07
Bruce Banner,680,Declined,Reviewer_4,2024-09-24,34,Scientist,Life,$940392,$80725,24 years,$40539,Whole Life,No,Married,5,No,2024-12-15
Natasha Romanoff,712,Approved,Reviewer_5,2023-08-14,26,Scientist,Life,$899203,$64048,23 years,$24140,Term Life,Yes,Married,1,Yes,2024-04-20
Bruce Banner,749,Declined,Reviewer_2,2023-06-20,55,Engineer,Life,$846200,$86876,21 years,$19932,Term Life,No,Single,1,No,2024-02-16
Steve Rogers,674,Pending,Reviewer_1,2024-11-21,52,Scientist,Health,$869440,$69135,16 years,$25377,Whole Life,Yes,Married,4,No,2024-04-13
Clint Barton,738,Needs Info,Reviewer_3,2023-04-14,65,Doctor,Life,$626448,$37348,21 years,$29557,Whole Life,No,Single,4,Yes,2024-01-30
Clint Barton,661,Needs Info,Reviewer_4,2024-03-30,24,Teacher,Term Life,$270789,$91677,30 years,$38278,Whole Life,Yes,Single,3,No,2024-04-09
Bruce Banner,703,Pending,Reviewer_3,2024-05-12,20,Teacher,Critical Illness,$138799,$95016,30 years,$4091,Whole Life,Yes,Single,4,No,2024-11-14
Clint Barton,602,Pending,Reviewer_5,2024-07-05,50,Scientist,Critical Illness,$325952,$130361,18 years,$24304,Term Life,No,Single,0,No,2024-07-24
Natasha Romanoff,682,Needs Info,Reviewer_3,2024-02-15,26,Scientist,Term Life,$344201,$40464,14 years,$5994,Term Life,No,Married,3,Yes,2024-01-28
Clint Barton,765,Approved,Reviewer_5,2024-12-21,42,Doctor,Term Life,$548331,$135369,13 years,$7192,Whole Life,No,Married,4,No,2024-06-01
Clint Barton,609,Approved,Reviewer_1,2024-12-08,23,Teacher,Critical Illness,$989805,$139344,13 years,$47786,Term Life,No,Single,1,No,2024-01-29
Bruce Banner,648,Pending,Reviewer_4,2023-11-14,56,Scientist,Term Life,$684891,$125983,21 years,$12166,Term Life,Yes,Single,4,Yes,2024-08-06
Bruce Banner,726,Pending,Reviewer_5,2023-12-12,29,Engineer,Term Life,$817905,$94571,14 years,$26891,Term Life,No,Married,4,No,2024-02-01
Tony Stark,710,Needs Info,Reviewer_2,2024-06-24,32,Teacher,Term Life,$528700,$142878,22 years,$41564,Whole Life,No,Single,3,No,2024-08-26
Steve Rogers,751,Pending,Reviewer_4,2023-02-27,55,CEO,Term Life,$462972,$146023,14 years,$10041,Whole Life,No,Married,4,No,2024-10-28
Natasha Romanoff,751,Needs Info,Reviewer_4,2024-11-28,40,CEO,Life,$350603,$60229,23 years,$31826,Whole Life,No,Married,4,No,2024-11-22
Natasha Romanoff,722,Approved,Reviewer_5,2023-05-10,42,CEO,Life,$277385,$39230,20 years,$5311,Term Life,No,Single,4,Yes,2024-09-03
Clint Barton,744,Pending,Reviewer_1,2024-08-14,36,Doctor,Health,$220971,$63454,15 years,$46509,Term Life,Yes,Married,0,No,2024-08-08
Natasha Romanoff,655,Pending,Reviewer_4,2023-12-19,45,CEO,Term Life,$237250,$125214,11 years,$8322,Term Life,Yes,Single,2,Yes,2024-03-01
Natasha Romanoff,779,Approved,Reviewer_1,2023-01-04,37,Engineer,Critical Illness,$400453,$121903,26 years,$15158,Whole Life,No,Married,4,No,2024-09-04
Clint Barton,677,Pending,Reviewer_1,2024-11-22,64,CEO,Health,$349449,$132335,24 years,$6596,Whole Life,Yes,Single,3,Yes,2024-09-05
Bruce Banner,642,Needs Info,Reviewer_1,2023-11-20,27,CEO,Life,$529650,$92432,15 years,$33684,Whole Life,Yes,Single,2,Yes,2024-12-13
Bruce Banner,627,Needs Info,Reviewer_5,2024-04-02,36,Engineer,Critical Illness,$937055,$136323,28 years,$38406,Whole Life,Yes,Married,1,Yes,2024-05-19
Natasha Romanoff,756,Pending,Reviewer_5,2023-03-09,58,Doctor,Health,$641799,$77333,18 years,$46228,Term Life,No,Single,1,No,2024-08-16
Clint Barton,715,Approved,Reviewer_3,2023-04-27,50,Teacher,Term Life,$290019,$58195,23 years,$15461,Whole Life,Yes,Married,3,No,2024-03-12
Natasha Romanoff,737,Pending,Reviewer_4,2024-11-20,59,Teacher,Life,$758476,$139581,15 years,$43238,Whole Life,No,Single,1,No,2024-07-31
Bruce Banner,672,Declined,Reviewer_4,2023-08-23,59,Engineer,Critical Illness,$773198,$130146,20 years,$42185,Term Life,No,Single,3,No,2024-04-18
Clint Barton,750,Approved,Reviewer_5,2023-04-11,60,Scientist,Life,$638780,$145241,22 years,$12195,Term Life,Yes,Married,3,Yes,2024-11-01
Bruce Banner,738,Declined,Reviewer_2,2024-09-24,24,CEO,Critical Illness,$264288,$30996,16 years,$6226,Term Life,No,Single,5,Yes,2024-07-14
Clint Barton,622,Needs Info,Reviewer_5,2023-12-04,64,CEO,Term Life,$999998,$31958,30 years,$47056,Term Life,Yes,Single,2,Yes,2024-11-05
Natasha Romanoff,643,Declined,Reviewer_2,2024-02-01,52,Doctor,Critical Illness,$778742,$109419,10 years,$17065,Term Life,No,Single,5,No,2024-06-05
Steve Rogers,710,Pending,Reviewer_3,2023-06-28,42,Teacher,Health,$262776,$30856,16 years,$27148,Whole Life,No,Married,1,No,2024-09-08
Natasha Romanoff,643,Needs Info,Reviewer_2,2024-06-03,21,CEO,Health,$919685,$71278,21 years,$21159,Whole Life,No,Married,5,No,2024-02-04
Tony Stark,709,Pending,Reviewer_1,2023-04-17,43,Teacher,Critical Illness,$480558,$52207,14 years,$37670,Whole Life,Yes,Single,1,Yes,2024-10-09
Clint Barton,635,Approved,Reviewer_4,2023-01-20,64,Engineer,Critical Illness,$459779,$46616,26 years,$48490,Whole Life,No,Married,1,No,2024-10-05
Steve Rogers,726,Declined,Reviewer_3,2023-07-05,30,Scientist,Health,$677165,$120125,29 years,$35581,Whole Life,No,Married,3,No,2024-04-29
Steve Rogers,694,Needs Info,Reviewer_4,2023-01-04,52,Scientist,Term Life,$314363,$132375,14 years,$16562,Whole Life,Yes,Single,2,No,2024-10-27
Tony Stark,742,Declined,Reviewer_1,2023-07-19,30,Scientist,Life,$705739,$66520,24 years,$49886,Term Life,Yes,Married,0,No,2024-02-29
Bruce Banner,789,Approved,Reviewer_3,2023-03-14,51,CEO,Health,$139796,$87336,29 years,$6480,Term Life,Yes,Single,0,No,2024-10-15
Clint Barton,747,Declined,Reviewer_5,2023-09-05,23,Scientist,Term Life,$356358,$31157,22 years,$24059,Whole Life,Yes,Married,2,No,2024-12-17
Tony Stark,782,Declined,Reviewer_5,2024-03-14,56,Scientist,Term Life,$595564,$126811,26 years,$30063,Term Life,Yes,Married,1,Yes,2024-12-27
Bruce Banner,724,Pending,Reviewer_1,2024-04-24,36,Engineer,Life,$606499,$103532,17 years,$1943,Whole Life,Yes,Married,4,Yes,2024-08-09
Steve Rogers,646,Needs Info,Reviewer_5,2024-01-06,20,Engineer,Critical Illness,$895617,$144348,10 years,$1865,Term Life,Yes,Married,1,Yes,2024-05-02
Tony Stark,643,Approved,Reviewer_3,2023-07-09,48,Doctor,Life,$126009,$111904,21 years,$39557,Term Life,Yes,Married,4,Yes,2024-03-07
Natasha Romanoff,740,Pending,Reviewer_5,2023-11-10,64,CEO,Critical Illness,$367254,$82452,18 years,$49899,Whole Life,No,Single,3,No,2024-04-30
Tony Stark,604,Declined,Reviewer_2,2023-12-04,31,Teacher,Critical Illness,$252679,$121176,21 years,$40915,Term Life,No,Married,1,Yes,2024-11-14
Natasha Romanoff,741,Declined,Reviewer_3,2023-09-11,21,Teacher,Term Life,$759564,$55547,12 years,$16183,Term Life,No,Single,0,Yes,2024-10-10
Natasha Romanoff,771,Approved,Reviewer_4,2024-11-11,64,Teacher,Critical Illness,$134408,$103600,28 years,$1996,Term Life,No,Single,2,No,2024-02-23
Natasha Romanoff,772,Approved,Reviewer_1,2023-05-07,23,Scientist,Term Life,$534829,$121224,29 years,$40892,Whole Life,No,Single,1,No,2024-12-09
Bruce Banner,762,Needs Info,Reviewer_1,2024-11-06,60,Engineer,Health,$462890,$65199,22 years,$25681,Whole Life,No,Married,4,Yes,2024-02-06
Natasha Romanoff,649,Pending,Reviewer_5,2024-04-27,53,Teacher,Term Life,$798420,$80438,28 years,$9052,Term Life,No,Single,3,Yes,2024-01-20
Steve Rogers,685,Pending,Reviewer_4,2024-08-17,30,Scientist,Life,$146325,$129586,27 years,$17125,Term Life,No,Married,2,No,2024-05-06
Steve Rogers,787,Declined,Reviewer_5,2024-06-17,57,Doctor,Life,$267361,$51882,22 years,$14165,Whole Life,Yes,Married,1,Yes,2024-04-11
Natasha Romanoff,728,Needs Info,Reviewer_5,2023-07-11,46,Scientist,Critical Illness,$168276,$33592,22 years,$23485,Term Life,No,Single,4,Yes,2024-04-03
Steve Rogers,633,Declined,Reviewer_4,2024-07-15,21,Engineer,Critical Illness,$448290,$38569,10 years,$16806,Whole Life,Yes,Single,3,No,2024-10-11
Tony Stark,731,Needs Info,Reviewer_5,2023-09-07,23,Doctor,Health,$916326,$127741,21 years,$22109,Term Life,Yes,Married,2,No,2024-06-12
Bruce Banner,764,Approved,Reviewer_1,2023-04-11,37,Engineer,Life,$291731,$114814,24 years,$23610,Term Life,Yes,Single,4,Yes,2024-02-16
Tony Stark,789,Approved,Reviewer_3,2023-01-17,63,Teacher,Critical Illness,$138697,$121067,10 years,$18641,Whole Life,Yes,Single,4,No,2024-12-08
Steve Rogers,678,Declined,Reviewer_1,2023-11-01,42,Scientist,Term Life,$336370,$117911,13 years,$25640,Whole Life,No,Married,2,Yes,2024-10-05
Bruce Banner,765,Pending,Reviewer_4,2024-11-17,50,Teacher,Critical Illness,$987540,$134429,20 years,$18866,Term Life,Yes,Single,0,Yes,2024-06-21
Tony Stark,730,Needs Info,Reviewer_1,2024-12-01,41,Engineer,Term Life,$164049,$113149,11 years,$38775,Whole Life,Yes,Single,3,Yes,2024-02-29
Clint Barton,716,Approved,Reviewer_2,2024-04-13,42,Teacher,Term Life,$962663,$115073,30 years,$22974,Term Life,No,Married,4,Yes,2024-03-05
Bruce Banner,632,Pending,Reviewer_2,2024-09-18,44,Teacher,Critical Illness,$644307,$125976,16 years,$2887,Term Life,Yes,Single,5,Yes,2024-01-23
Steve Rogers,639,Pending,Reviewer_4,2023-12-03,57,CEO,Term Life,$112047,$56143,24 years,$44325,Term Life,No,Married,0,Yes,2024-11-07
Bruce Banner,710,Needs Info,Reviewer_2,2023-12-09,59,Teacher,Critical Illness,$989704,$81124,14 years,$32405,Whole Life,No,Single,2,No,2024-07-24
